name,artists,year,country,label,have,total.want,total.averageValue,format,price,info3,info2,info4,info5,info6,info
"
                
                                            
        
            E.R.P.
                
                ‎–
                
                                            Ancient Light (Hubble Telescope Series Vol. II)
                                    
            ",E.R.P.,2016,Germany,Solar One Music,520,532,4.8,"(12"", Ltd, Mul)",$12.77,Solar One Music,Vinyl,"
                Germany
            ","
                16 May 2016
            ",Electronic,Hubble Telescope Series
"
                
                                            
        
            Opeth
                
                ‎–
                
                                            Sorceress
                                    
            ",Opeth,2016,US,"Nuclear Blast Entertainment, Nuclear Blast Entertainment",3214,552,4.46,"(CD, Album)",$3.50,Rock,2016,NA,NA,NA,Prog Rock
"
                
                                            
        
            Mall Grab
                
                ‎–
                
                                            Let U Kno
                                    
            ",Mall Grab,NA,NA,NA,270,521,4.7,NA,$20.17,Hokkaido Dance Club,"
                UK
            ","
                08 Apr 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            DJ Boring /                     
        
            Magma*
                
                ‎–
                
                                            Winona EP
                                    
            ",DJ Boring,NA,NA,NA,297,532,3.79,NA,$14.90,E-Beamz,"
                UK
            ","
                Dec 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Fantastic Man
                
                ‎–
                
                                            Rhythm Algorithm 
                                    
            ",Fantastic Man,NA,NA,NA,405,524,4.81,NA,$11.71,Superconscious Records,"
                Australia
            ","
                01 Jul 2016
            ",Electronic,Acid,Vinyl
"
                
                                            
        
            Pépé Bradock &                     
        
            The Grand Brûlé's Choir
                
                ‎–
                
                                            Burning 
                                    
            ",Pépé Bradock,1999,France,"Kif Recordings, Kif Recordings",714,518,4.9,"(12"")",$18.09,Kif Recordings,"
                France
            ","
                2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Ty Garrett Segall*
                
                ‎–
                
                                            Emotional Mugger
                                    
            ",Ty Garrett Segall,2016,US,Drag City,1756,566,4.27,"(LP, Album)",$7.65,Rock,2015,NA,NA,NA,Garage Rock
"
                
                                            
        
            Stephen Encinas
                
                ‎–
                
                                            Disco Illusion
                                    
            ",Stephen Encinas,1979,Trinidad & Tobago,Kalinda,285,518,4.97,"(12"", Single)",$53.11,Invisible City Editions,"
                Canada
            ","
                Apr 2016
            ",Funk / Soul,Disco,Vinyl
"
                
                                            
        
            Theo Parrish
                
                ‎–
                
                                            First Floor (Part 1)
                                    
            ",Theo Parrish,1998,UK,Peacefrog Records,17,511,4.86,"(CD, Album)",$49.11,Peacefrog Records,"
                UK
            ","
                18 Nov 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Domenico Rosa
                
                ‎–
                
                                            Roots On Roof EP
                                    
            ",Domenico Rosa,NA,NA,NA,482,507,4.8,NA,$11.17,Imprints Records,"
                UK
            ","
                22 Apr 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Sonya Spence
                
                ‎–
                
                                            Sings Love
                                    
            ",Sonya Spence,1981,Jamaica,High Note,206,505,4.77,"(LP, Album)",$24.46,Attic Salt Discs,"
                Netherlands
            ","
                21 Sep 2016
            ",Reggae,Lovers Rock,Vinyl
"
                
                                            
        
            Solange (2)
                
                ‎–
                
                                            A Seat At The Table
                                    
            ",Solange (2),2016,,Columbia,911,556,4.66,"(21xFile, FLAC, Album)",$10.54,Electronic,2016,NA,NA,NA,Soul
"
                
                                            
        
            Aphex Twin
                
                ‎–
                
                                            Houston, TX 12.17.16
                                    
            ",Aphex Twin,NA,NA,NA,97,503,3.49,NA,$325.00,Warp Records,"
                US
            ","
                17 Dec 2016
            ",Electronic,Acid,Vinyl
"
                
                                            
        
            NOFX
                
                ‎–
                
                                            First Ditch Effort
                                    
            ",NOFX,2016,US,Fat Wreck Chords,1485,528,4.36,"(LP, Album)",£7.33,Rock,2016,Ten Bands One Cause,NA,NA,Punk
"
                
                                            
        
            Abbath (2)
                
                ‎–
                
                                            Abbath
                                    
            ",Abbath (2),2016,,Season Of Mist,1786,493,4.37,"(10xFile, MP3, Album)",$7.44,Rock,2016,NA,NA,NA,Black Metal
"
                
                                            
        
            Aged In Harmony
                
                ‎–
                
                                            You're A Melody
                                    
            ",Aged In Harmony,2016,UK,"Melodies International Ltd., Melodies International Ltd., Melodies International Ltd., Melodies (2)",777,602,4.96,"(3x7"", Comp, Ltd, RM)",$22.09,Funk / Soul,2016,NA,NA,NA,Soul
"
                
                                            
        
            Kanye West
                
                ‎–
                
                                            The Life Of Pablo
                                    
            ",Kanye West,2016,US,"G.O.O.D. MUSIC, Def Jam Recordings",NA,NA,NA,"(18xFile, FLAC, Album)",NA,Not On Label (Kanye West),NA,"
                2016
            ",Hip Hop,Pop Rap,Vinyl
"
                
                                            
        
            Cliff Martinez
                
                ‎–
                
                                            The Neon Demon (Original Motion Picture Soundtrack)
                                    
            ",Cliff Martinez,2016,Europe,Milan,720,511,4.54,"(CD, Album)",$11.00,Electronic,2016,NA,NA,NA,Soundtrack
"
                
                                            
        
            BadBadNotGood
                
                ‎–
                
                                            IV
                                    
            ",BadBadNotGood,2016,US,Innovative Leisure Records,1305,496,4.5,"(11xFile, MP3, Album, 320)",$17.77,Innovative Leisure Records,"
                US
            ","
                08 Jul 2016
            ",Jazz,NA,Vinyl
"
                
                                            
        
            Motor City Drum Ensemble
                
                ‎–
                
                                            Selectors 001
                                    
            ",Motor City Drum Ensemble,2016,Netherlands,Dekmantel,835,495,4.71,"(CD, Comp)",$23.41,Dekmantel,"
                Netherlands
            ","
                02 May 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Ariana Grande
                
                ‎–
                
                                            Dangerous Woman
                                    
            ",Ariana Grande,2016,US,Republic Records,437,507,4.17,"(CD, Album)",$9.58,Hip Hop,2016,NA,NA,NA,NA
"
                
                                            
        
            A Tribe Called Quest
                
                ‎–
                
                                            We Got It From Here... Thank You 4 Your Service
                                    
            ",A Tribe Called Quest,2016,US,Epic,36,499,4.82,"(16xFile, AAC, Album, 256)",NA,Epic,"
                US
            ","
                09 Dec 2016
            ",Hip Hop,Conscious,Vinyl
"
                
                                            
        
            John Williams (4)
                
                ‎–
                
                                            Star Wars: The Force Awakens (Original Motion Picture Soundtrack)
                                    
            ",John Williams (4),2015,US,Walt Disney Records,2133,492,4.49,"(CD, Album, Dig)",$30.70,Walt Disney Records,"
                UK, Europe & US
            ","
                17 Jun 2016
            ",Stage & Screen,Soundtrack,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Disco Mantras Vol. 1
                                    
            ",Various,NA,NA,NA,614,491,4.85,NA,$19.15,Mood Hut,"
                Canada
            ","
                01 Apr 2016
            ",Electronic,Ambient,Vinyl
"
                
                                            
        
            Kendrick Lamar
                
                ‎–
                
                                             Untitled Unmastered.
                                    
            ",Kendrick Lamar,2016,US,"Top Dawg Entertainment, Aftermath Entertainment, Interscope Records",1137,488,4.51,"(CD, Album)",$18.00,Top Dawg Entertainment,"
                US
            ","
                27 May 2016
            ",Hip Hop,NA,Vinyl
"
                
                                            
        
            Radiohead
                
                ‎–
                
                                            A Moon Shaped Pool
                                    
            ",Radiohead,2016,UK & Europe,XL Recordings,3688,486,4.58,"(CD, Album)",$27.02,XL Recordings,"
                UK, Europe & US
            ","
                17 Jun 2016
            ",Electronic,Art Rock,Vinyl
"
                
                                            
        
            Dorisburg
                
                ‎–
                
                                            Irrbloss
                                    
            ",Dorisburg,2016,Spain,Hivern Discs,440,484,4.76,"(8xFile, FLAC, Album)",$24.56,Hivern Discs,"
                Spain
            ","
                Feb 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Ross From Friends
                
                ‎–
                
                                            You'll Understand
                                    
            ",Ross From Friends,2016,UK,Distant Hawaii,395,482,4.69,"(12"", TP)",$13.00,Distant Hawaii,"
                UK
            ","
                09 Dec 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Unknown Artist
                
                ‎–
                
                                            Persie Edits Volume 1
                                    
            ",Unknown Artist,NA,NA,NA,90,483,4.89,NA,$51.09,Persies,"
                UK
            ","
                30 Aug 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Black Mountain
                
                ‎–
                
                                            IV
                                    
            ",Black Mountain,2016,US,Jagjaguwar,1841,488,4.43,"(CDr, Album, Promo)",$2.13,Rock,2016,NA,NA,NA,NA
"
                
                                            
        
            Derek Carr
                
                ‎–
                
                                            Knoe 5/1
                                    
            ",Derek Carr,NA,NA,NA,268,476,4.84,NA,$19.64,For Those That Knoe,"
                UK
            ","
                04 Apr 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            The Pilotwings
                
                ‎–
                
                                            Les Portes Du Brionnais
                                    
            ",The Pilotwings,2016,France,Brothers From Different Mothers,295,544,4.94,"(2xLP, Album, Gat)",$21.23,Electronic,2016,NA,NA,NA,Deep House
"
                
                                            
        
            Anohni
                
                ‎–
                
                                            Hopelessness
                                    
            ",Anohni,2016,US,Secretly Canadian,1507,576,4.36,"(CD, Album)",$7.99,Electronic,2016,NA,NA,NA,Avantgarde
"
                
                                            
        
            Nicolas Jaar
                
                ‎–
                
                                            Sirens
                                    
            ",Nicolas Jaar,2016,US,Other People,1497,596,4.36,"(CD, Album)",$13.00,Electronic,2016,NA,NA,NA,Downtempo
"
                
                                            
        
            John Williams (4)
                
                ‎–
                
                                            March Of The Resistance / Rey's Theme
                                    
            ",John Williams (4),2016,US,"Walt Disney Records, Lucasfilm Ltd.",1805,487,4.25,"(10"", Shape, Ltd, Num, Pic)",$10.00,Stage & Screen,2016,NA,NA,NA,NA
"
                
                                            
        
            Right Away, Great Captain!
                
                ‎–
                
                                            Trilogy
                                    
            ","Right Away, Great Captain!",2016,US,Favorite Gentlemen,369,513,4.8,"(2xLP, Comp, Ltd, RP, Cle + LP, Comp, Ltd, RP, Cle )",$110.50,Rock,2012,NA,NA,NA,NA
"
                
                                            
        
            Various
                
                ‎–
                
                                            Fright Night (Original Motion Picture Soundtrack)
                                    
            ",Various,2016,US,"Perseverance Records, Private I Records",521,470,4.19,"(CD, Album, RE)",$14.00,Electronic,1985,NA,NA,NA,Soundtrack
"
                
                                            
        
            DJ Normal 4
                
                ‎–
                
                                            Mental Command Terror
                                    
            ",DJ Normal 4,NA,NA,NA,303,471,4.67,NA,$12.24,Brothers From Different Mothers,"
                France
            ","
                Jul 2016
            ",Electronic,Breakbeat,Vinyl
"
                
                                            
        
            Ross From Friends
                
                ‎–
                
                                            You'll Understand
                                    
            ",Ross From Friends,2016,UK,Distant Hawaii,400,509,4.69,"(12"", EP)",$13.00,Electronic,2016,NA,NA,NA,House
"
                
                                            
        
            Animal Collective
                
                ‎–
                
                                            Painting With
                                    
            ",Animal Collective,2016,US,Domino,1649,491,3.57,"(LP, Album, Ave)",$1.23,Electronic,2016,NA,NA,NA,Dance-pop
"
                
                                            
        
            The Strokes
                
                ‎–
                
                                            Future Present Past EP
                                    
            ",The Strokes,2016,UK & US,Cult Records (3),1121,520,4.21,"(10"", EP)",$9.82,Rock,2016,NA,NA,NA,Indie Rock
"
                
                                            
        
            Nails
                
                ‎–
                
                                            You Will Never Be One Of Us
                                    
            ",Nails,2016,Europe,"Nuclear Blast Entertainment, Nuclear Blast Entertainment",1456,566,4.5,"(CD, Album)",$4.99,Rock,2016,NA,NA,NA,Hardcore
"
                
                                            
        
            DJ Metatron
                
                ‎–
                
                                            2 The Sky
                                    
            ",DJ Metatron,2016,Germany,Giegling,665,466,4.77,"(12"", Ltd)",$14.99,Giegling,"
                Germany
            ","
                20 May 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Skee Mask
                
                ‎–
                
                                            Shred
                                    
            ",Skee Mask,2016,Germany,Ilian Tape,331,580,4.82,"(2xLP, Album)",$25.49,Electronic,2016,NA,NA,NA,Techno
"
                
                                            
        
            Ulver
                
                ‎–
                
                                            ATGCLVLSSCAP
                                    
            ",Ulver,2016,Norway,House Of Mythology,841,501,4.39,"(2xLP, Album, Ltd, Gre)",$9.58,Electronic,2016,NA,NA,NA,Krautrock
"
                
                                            
        
            Various
                
                ‎–
                
                                            Missing You / Busy Man
                                    
            ",Various,2016,US,B.A.M. Music Inc.,98,461,4.83,"(12"", TP, Unofficial)",$99.99,B.A.M. Music Inc.,"
                US
            ","
                19 Mar 2016
            ",Funk / Soul,Soul,Vinyl
"
                
                                            
        
            Lnrdcroy
                
                ‎–
                
                                            Ooze City
                                    
            ",Lnrdcroy,NA,NA,NA,717,464,4.66,NA,$9.20,Mood Hut,"
                Canada
            ","
                09 Aug 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Theo Parrish
                
                ‎–
                
                                            First Floor (Part 2)
                                    
            ",Theo Parrish,1998,UK,Peacefrog Records,24,461,4.86,"(CD, Album)",$26.20,Peacefrog Records,"
                UK
            ","
                18 Nov 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Tim Hecker
                
                ‎–
                
                                            Love Streams
                                    
            ",Tim Hecker,2016,US,4AD,1095,515,4.44,"(2xLP, Album)",$5.00,Electronic,2016,NA,NA,NA,Abstract
"
                
                                            
        
            David Bowie
                
                ‎–
                
                                            ★ (Blackstar)
                                    
            ",David Bowie,2016,UK & Europe,"ISO Records, Columbia, Sony Music",774,461,4.81,"(CD, Album)",$224.99,ISO Records,"
                US
            ","
                08 Jan 2016
            ",Jazz,Experimental,Vinyl
"
                
                                            
        
            Roberto Musci
                
                ‎–
                
                                            Tower Of Silence
                                    
            ",Roberto Musci,NA,NA,NA,291,466,4.94,NA,$40.00,Music From Memory,"
                Netherlands
            ","
                03 Oct 2016
            ",Electronic,Ambient,Vinyl
"
                
                                            
        
            Wilson Tanner
                
                ‎–
                
                                            69
                                    
            ",Wilson Tanner,NA,NA,NA,466,457,4.88,NA,$19.15,Growing Bin Records,"
                Germany
            ","
                01 Apr 2016
            ",Electronic,Ambient,Vinyl
"
                
                                            
        
            SW.
                
                ‎–
                
                                            Untitled
                                    
            ",SW.,NA,NA,NA,229,453,4.88,NA,$47.79,SUED,"
                Germany
            ","
                17 Nov 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Spacetravel
                
                ‎–
                
                                            Time To Wake Up
                                    
            ",Spacetravel,NA,NA,NA,434,451,4.75,NA,$12.77,Melliflow,"
                Germany
            ","
                May 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Clint Mansell Featuring                     
        
            Kronos Quartet
                
                ‎–
                
                                            Requiem For A Dream
                                    
            ",Clint Mansell,2000,US,Nonesuch,1241,453,4.73,"(CD, Album, Sli)",$24.50,Nonesuch,"
                USA, Canada & Europe
            ","
                16 Apr 2016
            ",Electronic,Abstract,Vinyl
"
                
                                            
        
            Varhat
                
                ‎–
                
                                            Unknown Cut
                                    
            ",Varhat,NA,NA,NA,501,450,4.76,NA,$12.77,Mulen Records,"
                Netherlands
            ","
                26 Feb 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            David Bowie
                
                ‎–
                
                                            The Rise And Fall Of Ziggy Stardust And The Spiders From Mars
                                    
            ",David Bowie,1972,UK,"RCA Victor, RCA Victor, RCA Victor",3525,451,4.75,"(LP, Album)",$19.15,Parlophone,"
                UK, Europe & US
            ","
                26 Feb 2016
            ",Rock,Glam,Vinyl
"
                
                                            
        
            Baba Stiltz +                     
        
            Samo DJ* +                     
        
            Tzusing
                
                ‎–
                
                                            A Slice of Heaven
                                    
            ",Baba Stiltz,NA,NA,NA,382,455,4.59,NA,$17.00,Public Possession,"
                Germany
            ","
                08 Jan 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            TCP (4)
                
                ‎–
                
                                            TCP
                                    
            ",TCP (4),1984,Germany,X Records (7),279,450,4.69,"(LP, Album)",$20.75,Disco Halal,"
                Germany
            ","
                30 Jun 2016
            ",Electronic,Synth-pop,Vinyl
"
                
                                            
        
            The Rolling Stones
                
                ‎–
                
                                            Blue & Lonesome
                                    
            ",The Rolling Stones,2016,Europe,"Rolling Stones Records, Polydor",2854,444,4.48,"(2xLP, Album, 180)",$3.49,Rock,2016,NA,NA,NA,Chicago Blues
"
                
                                            
        
            Various
                
                ‎–
                
                                            Missing You / Busy Man
                                    
            ",Various,2016,US,B.A.M. Music Inc.,101,500,4.83,"(12"", Ltd, Promo, Unofficial)",$99.99,Funk / Soul,2016,NA,NA,NA,Soul
"
                
                                            
        
            Aphex Twin
                
                ‎–
                
                                            Cheetah EP
                                    
            ",Aphex Twin,2016,,Warp Records,2218,443,4.39,"(7xFile, FLAC, EP)",$11.00,Warp Records,"
                UK
            ","
                08 Jul 2016
            ",Electronic,Techno,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Digital Zandoli 
                                    
            ",Various,2016,France,Heavenly Sweetness,426,450,4.86,"(CD, Comp)",$21.29,Heavenly Sweetness,Vinyl,"
                France
            ","
                08 Jul 2016
            ",Electronic,Diggersdigest
"
                
                                            
        
            Mike Huckaby
                
                ‎–
                
                                            My Life With The Wave 2 
                                    
            ",Mike Huckaby,2016,US,S Y N T H,580,478,4.65,"(12"", W/Lbl)",$8.60,Electronic,2016,NA,NA,NA,Deep House
"
                
                                            
        
            Andy Stott
                
                ‎–
                
                                            Too Many Voices 
                                    
            ",Andy Stott,2016,UK,Modern Love,960,578,4.28,"(2xLP, Album)",$13.00,Electronic,2016,NA,NA,NA,Ambient
"
                
                                            
        
            Nick Cave & The Bad Seeds
                
                ‎–
                
                                            Skeleton Tree
                                    
            ",Nick Cave & The Bad Seeds,2016,,Bad Seed Ltd.,4142,443,4.48,"(8xFile, AAC, Album, 256)",$19.05,Bad Seed Ltd.,"
                Europe
            ","
                09 Sep 2016
            ",Rock,Alternative Rock,Vinyl
"
                
                                            
        
            Levon Vincent
                
                ‎–
                
                                            NS-12
                                    
            ",Levon Vincent,2016,US,Novel Sound,526,471,4.24,"(12"", Ltd)",$12.24,Electronic,2016,NA,NA,NA,Techno
"
                
                                            
        
            MOi (10)
                
                ‎–
                
                                            03
                                    
            ",MOi (10),2016,Netherlands,MOi,546,449,4.53,"(12"", 180)",$11.17,Electronic,2016,NA,NA,NA,Minimal
"
                
                                            
        
            Yoshinori Hayashi (2)
                
                ‎–
                
                                            The Forgetting Curve EP
                                    
            ",Yoshinori Hayashi (2),NA,NA,NA,335,437,4.85,NA,$12.66,JINN Records,"
                Italy
            ","
                09 Sep 2016
            ",Electronic,Abstract,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Space Echo - The Mystery Behind The Cosmic Sound Of Cabo Verde Finally Revealed!
                                    
            ",Various,2016,Germany,"Analog Africa, Analog Africa",747,458,4.75,"(CD, Comp)",$15.95,Latin,2016,NA,NA,NA,Afro-Cuban
"
                
                                            
        
            Traumer
                
                ‎–
                
                                            gettraum002
                                    
            ",Traumer,NA,NA,NA,376,437,4.45,NA,$13.84,GETTRAUM,"
                France
            ","
                2016
            ",Electronic,Minimal,Vinyl
"
                
                                            
        
            Leon Vynehall
                
                ‎–
                
                                            Rojus (Designed To Dance)
                                    
            ",Leon Vynehall,2016,Germany,Running Back,707,497,4.42,"(CD, Album)",$12.28,Electronic,2016,NA,NA,NA,House
"
                
                                            
        
            Ewan Jansen
                
                ‎–
                
                                            Lost Embers EP
                                    
            ",Ewan Jansen,2016,UK & Ireland,Going Good,338,437,4.83,"(12"", EP, Ltd, RP)",$11.71,Going Good,"
                UK & Ireland
            ","
                02 Mar 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Mgła
                
                ‎–
                
                                            Exercises In Futility
                                    
            ",Mgła,2015,Finland,"Northern Heritage, No Solace",1689,434,4.73,"(CD, Album)",$16.92,Northern Heritage,"
                Finland
            ","
                06 Jan 2016
            ",Rock,Black Metal,Vinyl
"
                
                                            
        
            Project Pablo
                
                ‎–
                
                                            Beaubien Dream
                                    
            ",Project Pablo,NA,NA,NA,473,437,4.71,NA,$10.63,Sounds Of Beaubien Ouest,"
                Canada
            ","
                03 Jun 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            The Killers
                
                ‎–
                
                                            Hot Fuss
                                    
            ",The Killers,2004,US,"Island Records, Island Records",1090,431,4.56,"(CD, Album)",$15.00,Island Records,"
                Europe
            ","
                10 Jun 2016
            ",Electronic,New Wave,Vinyl
"
                
                                            
        
            Ewan Jansen
                
                ‎–
                
                                            Lost Embers EP
                                    
            ",Ewan Jansen,2016,UK & Ireland,Going Good,388,503,4.85,"(12"", EP, Ltd)",$9.20,Electronic,2016,NA,NA,NA,House
"
                
                                            
        
            OBI (17)
                
                ‎–
                
                                            The Jam Therapy EP
                                    
            ",OBI (17),NA,NA,NA,185,433,4.78,NA,$41.51,Obstacle Records,"
                Europe
            ","
                02 Jan 2016
            ",Electronic,UK Garage,Vinyl
"
                
                                            
        
            MOi (10)
                
                ‎–
                
                                            03
                                    
            ",MOi (10),2016,Netherlands,MOi,516,430,4.55,"(12"", RP, 180)",$11.60,MOi,"
                Netherlands
            ","
                11 Feb 2016
            ",Electronic,Minimal,Vinyl
"
                
                                            
        
            NxWorries
                
                ‎–
                
                                            Yes Lawd!
                                    
            ",NxWorries,2016,US,Stones Throw Records,962,514,4.55,"(CD, Album)",$7.00,Hip Hop,2016,NA,NA,NA,NA
"
                
                                            
        
            De Ambassade (2)
                
                ‎–
                
                                            Wat Voel Je Nou
                                    
            ",De Ambassade (2),2016,Netherlands,Knekelhuis,327,555,4.8,"(7"")",$16.92,Electronic,2015,NA,NA,NA,New Wave
"
                
                                            
        
            Floorplan
                
                ‎–
                
                                            Music / Tell You No Lie
                                    
            ",Floorplan,2016,US,M-Plant,455,434,4.57,"(2xFile, AAC, Single, ABR)",$12.66,M-Plant,"
                US
            ","
                29 Apr 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Unknown Artist
                
                ‎–
                
                                            Social 3
                                    
            ",Unknown Artist,NA,NA,NA,268,428,4.62,NA,$26.50,Social,"
                UK
            ","
                08 Mar 2016
            ",Electronic,Minimal,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Doing It In Lagos (Boogie, Pop & Disco In 1980s Nigeria)
                                    
            ",Various,2016,UK,Soundway,494,449,4.96,"(2xCD, Comp)",$16.00,Funk / Soul,2016,NA,NA,NA,African
"
                
                                            
        
            YYY
                
                ‎–
                
                                            黒803
                                    
            ",YYY,NA,NA,NA,361,426,4.35,NA,$11.71,YYY series,"
                France
            ","
                2016
            ",Electronic,Minimal,Vinyl
"
                
                                            
        
            Mary Clark
                
                ‎–
                
                                            Take Me I'm Yours
                                    
            ",Mary Clark,1980,US,La Shawn,581,421,4.73,"(12"")",$17.02,La Shawn,"
                US
            ","
                18 Mar 2016
            ",Funk / Soul,Disco,Vinyl
"
                
                                            
        
            Dorisburg
                
                ‎–
                
                                            Irrbloss
                                    
            ",Dorisburg,2016,Spain,Hivern Discs,452,526,4.75,"(2x12"", Album)",$24.56,Electronic,2016,NA,NA,NA,Deep House
"
                
                                            
        
            Ahzz
                
                ‎–
                
                                            New York's Movin'
                                    
            ",Ahzz,1981,US,Land Of Hits,228,423,4.78,"(12"")",$13.19,P&P Records,"
                US
            ","
                2016
            ",Funk / Soul,Funk,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Space Echo - The Mystery Behind The Cosmic Sound Of Cabo Verde Finally Revealed!
                                    
            ",Various,2016,Germany,"Analog Africa, Analog Africa",690,423,4.76,"(CD, Comp)",$19.00,Analog Africa,Vinyl,"
                Germany
            ","
                26 May 2016
            ",Latin,Analog Africa (2)
"
                
                                            
        
            Oranssi Pazuzu
                
                ‎–
                
                                            Värähtelijä
                                    
            ",Oranssi Pazuzu,2016,Finland,Svart Records,819,530,4.46,"(CD, Album)",$12.76,Rock,2016,NA,NA,NA,Black Metal
"
                
                                            
        
            Red Rack'em
                
                ‎–
                
                                            Wonky Bassline Disco Banger
                                    
            ",Red Rack'em,NA,NA,NA,550,419,4.74,NA,$6.14,Bergerac,"
                UK
            ","
                Mar 2016
            ",Electronic,Disco,Vinyl
"
                
                                            
        
            Descendents
                
                ‎–
                
                                            Hypercaffium Spazzinate
                                    
            ",Descendents,2016,US,Epitaph,2281,529,4.44,"(CD, Album)",$7.53,Rock,2016,NA,NA,NA,Punk
"
                
                                            
        
            Moby
                
                ‎–
                
                                            Play
                                    
            ",Moby,1999,US,V2,1108,420,4.75,"(CD, Album)",$25.78,Mute Records Ltd.,"
                Europe
            ","
                May 2016
            ",Electronic,Breakbeat,Vinyl
"
                
                                            
        
            Suso Sáiz
                
                ‎–
                
                                            Odisea
                                    
            ",Suso Sáiz,2016,Netherlands,Music From Memory,439,433,4.89,"(2xLP, Comp, RM)",$17.19,Electronic,2016,NA,NA,NA,Experimental
"
                
                                            
        
            Various
                
                ‎–
                
                                            Beauty: A Journey Through Jeremy Underground's Collection
                                    
            ",Various,2016,UK,Spacetalk Records,486,419,4.77,"(CD, Comp + CD, Mixed)",$23.32,Spacetalk Records,"
                UK
            ","
                09 Sep 2016
            ",Jazz,Soul,Vinyl
"
                
                                            
        
            Chaos In The Cbd
                
                ‎–
                
                                            Global Erosion
                                    
            ",Chaos In The Cbd,2016,UK,YAM Recordings,323,442,4.76,"(12"")",$12.27,Electronic,2016,NA,NA,NA,Deep House
"
                
                                            
        
            Moodymann
                
                ‎–
                
                                            DJ Kicks
                                    
            ",Moodymann,2016,Germany,!K7 Records,1064,415,4.67,"(CD, Mixed)",$22.09,!K7 Records,Vinyl,"
                Europe
            ","
                19 Feb 2016
            ",Electronic,DJ-Kicks
"
                
                                            
        
            Niagara
                
                ‎–
                
                                            Niagara
                                    
            ",Niagara,1970,Germany,United Artists Records,312,416,4.59,"(LP, Album)",$19.16,PMG (3),"
                Austria
            ","
                12 Apr 2016
            ",Jazz,Afro-Cuban,Vinyl
"
                
                                            
        
            Vektor
                
                ‎–
                
                                            Terminal Redux
                                    
            ",Vektor,2016,UK & Europe,Earache,1001,474,4.59,"(CD, Album)",$12.00,Rock,2016,NA,NA,NA,Thrash
"
                
                                            
        
            Dip In The Pool
                
                ‎–
                
                                            On Retinae
                                    
            ",Dip In The Pool,1989,Hong Kong,WEA,496,417,4.82,"(12"", S/Sided, Ltd, Promo)",$15.94,Music From Memory,"
                Netherlands
            ","
                Jan 2016
            ",Electronic,Synth-pop,Vinyl
"
                
                                            
        
            The Pilotwings
                
                ‎–
                
                                            Une Nuit Au Boxboys
                                    
            ",The Pilotwings,NA,NA,NA,375,417,4.79,NA,$16.98,Macadam Mambo,"
                France
            ","
                01 Feb 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Escape From New York (2)
                
                ‎–
                
                                            Fire In My Heart
                                    
            ",Escape From New York (2),1984,France,RKM,518,412,4.89,"(7"")",$12.66,Isle Of Jura Records,"
                Australia & New Zealand
            ","
                25 May 2016
            ",Electronic,Electro,Vinyl
"
                
                                            
        
            Fabio Monesi
                
                ‎–
                
                                            Palladium
                                    
            ",Fabio Monesi,NA,NA,NA,232,412,4.52,NA,$10.44,Russian Torrent Versions,"
                US
            ","
                14 Mar 2016
            ",Electronic,Acid,Vinyl
"
                
                                            
        
            Aquarium (8) /                     
        
            外神田deepspace
                
                ‎–
                
                                            Midnight at the Tokyo Central
                                    
            ",Aquarium (8),NA,NA,NA,336,412,4.9,NA,$13.84,Natural Sciences,"
                UK
            ","
                11 Jan 2016
            ",Electronic,Acid,Vinyl
"
                
                                            
        
            Leon Vynehall
                
                ‎–
                
                                            Rojus (Designed To Dance)
                                    
            ",Leon Vynehall,2016,Germany,Running Back,645,408,4.49,"(CD, Album)",$16.50,Running Back,"
                Germany
            ","
                01 Apr 2016
            ",Electronic,House,Vinyl
